rekrutacja,kolejność_plików,publication_date,print_datetime,page,page_total,wojewodztwo,lp,dziedzina_medycyny,numer_wniosku,tryb_szkolenia,punktacja_proc,srednia_arytmetyczna,data_zlozenia_wniosku,ilość_zakwalifikowanych_w_trybie,czy_miejsca_doktoranckie,doktoranckie_podmiot,doktoranckie_jednostka
j-2024,12,19.11.2024,19.11.2024 09:28:25,37,144,Łódzkie,286,Pediatria,2024/033653,Rezydencki,75.98,3.43,30.09.2024 17:54:00,24,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,37,144,Łódzkie,287,Pediatria,2024/031041,Rezydencki,72.20,3.59,29.09.2024 19:45:02,24,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,37,144,Łódzkie,288,Pediatria,2024/030394,Rezydencki,69.57,3.22,26.09.2024 11:11:39,24,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,289,Pediatria,2024/024089,Rezydencki,57.00,3.57,05.09.2024 23:16:34,24,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,290,Pediatria,2024/029758,Pozarezydencki,81.40,3.68,25.09.2024 17:12:17,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,291,Położnictwo i ginekologia,2024/022843,Rezydencki,91.55,4.39,24.09.2024 19:53:00,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,292,Położnictwo i ginekologia,2024/029742,Rezydencki,89.37,3.77,28.09.2024 22:03:43,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,293,Położnictwo i ginekologia,2024/029153,Rezydencki,88.89,4.44,09.10.2024 18:23:00,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,294,Położnictwo i ginekologia,2024/027807,Rezydencki,88.78,4.06,24.09.2024 22:23:03,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,295,Położnictwo i ginekologia,2024/029327,Rezydencki,88.65,4.42,26.09.2024 20:13:54,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,296,Położnictwo i ginekologia,2024/030094,Rezydencki,87.92,3.49,29.09.2024 22:31:15,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,297,Położnictwo i ginekologia,2024/028695,Rezydencki,87.80,4.28,30.09.2024 20:01:22,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,298,Położnictwo i ginekologia,2024/031551,Rezydencki,87.75,4.03,27.09.2024 15:49:55,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,299,Położnictwo i ginekologia,2024/028710,Rezydencki,87.25,4.25,27.09.2024 12:13:33,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,300,Położnictwo i ginekologia,2024/030378,Rezydencki,87.01,3.68,21.10.2024 09:52:23,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,301,Położnictwo i ginekologia,2024/022656,Rezydencki,86.83,3.96,27.09.2024 16:06:18,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,302,Położnictwo i ginekologia,2024/023790,Rezydencki,86.47,4.00,08.10.2024 11:47:46,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,303,Położnictwo i ginekologia,2024/029360,Rezydencki,86.27,4.06,24.09.2024 22:42:10,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,304,Położnictwo i ginekologia,2024/030754,Rezydencki,86.10,3.90,29.09.2024 22:14:05,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,305,Położnictwo i ginekologia,2024/029761,Rezydencki,85.99,4.32,10.10.2024 09:12:04,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,306,Położnictwo i ginekologia,2024/027386,Rezydencki,85.99,3.88,19.09.2024 19:08:18,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,307,Położnictwo i ginekologia,2024/022620,Rezydencki,85.78,4.13,30.09.2024 13:40:31,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,308,Położnictwo i ginekologia,2024/023910,Rezydencki,85.75,3.66,10.09.2024 15:14:55,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,309,Położnictwo i ginekologia,2024/032449,Rezydencki,85.51,3.95,29.09.2024 15:18:47,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,310,Położnictwo i ginekologia,2024/022915,Rezydencki,85.51,3.69,27.09.2024 10:37:16,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,311,Położnictwo i ginekologia,2024/029281,Rezydencki,84.80,3.77,30.09.2024 18:45:05,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,312,Położnictwo i ginekologia,2024/026270,Rezydencki,84.56,3.93,27.09.2024 13:35:27,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,313,Położnictwo i ginekologia,2024/027917,Rezydencki,83.82,3.10,28.09.2024 19:46:58,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,314,Położnictwo i ginekologia,2024/033067,Rezydencki,83.09,3.54,30.09.2024 18:51:30,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,315,Położnictwo i ginekologia,2024/028792,Rezydencki,82.11,3.94,29.09.2024 00:34:08,25,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,316,Położnictwo i ginekologia,2024/024873,Pozarezydencki,84.10,4.23,29.09.2024 21:27:12,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,317,Położnictwo i ginekologia,2024/033983,Pozarezydencki,61.21,3.56,22.10.2024 23:15:04,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,318,Protetyka stomatologiczna,2024/034113,Rezydencki,85.58,4.05,08.10.2024 21:12:09,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,319,Protetyka stomatologiczna,2024/028867,Rezydencki,84.13,4.55,27.09.2024 19:43:22,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,320,Protetyka stomatologiczna,2024/026880,Rezydencki,84.13,4.10,23.09.2024 21:41:31,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,321,Protetyka stomatologiczna,2024/031755,Rezydencki,84.05,4.09,16.10.2024 21:23:13,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,322,Protetyka stomatologiczna,2024/025193,Rezydencki,83.81,3.84,14.10.2024 20:14:32,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,323,Protetyka stomatologiczna,2024/023205,Pozarezydencki,89.09,3.83,07.10.2024 20:34:25,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,324,Protetyka stomatologiczna,2024/033630,Pozarezydencki,80.00,4.15,16.10.2024 09:25:41,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,325,Psychiatria,2024/027648,Rezydencki,91.79,4.58,20.09.2024 21:24:17,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,38,144,Łódzkie,326,Psychiatria,2024/028740,Rezydencki,90.24,4.56,23.09.2024 21:05:09,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,327,Psychiatria,2024/022488,Rezydencki,89.71,4.04,14.09.2024 07:55:03,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,328,Psychiatria,2024/022212,Rezydencki,89.37,4.16,01.09.2024 00:24:15,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,329,Psychiatria,2024/023297,Rezydencki,87.44,4.31,03.09.2024 13:43:52,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,330,Psychiatria,2024/031927,Rezydencki,87.25,4.47,29.09.2024 16:34:37,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,331,Psychiatria,2024/022218,Rezydencki,86.96,3.70,01.09.2024 00:56:19,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,332,Psychiatria,2024/023812,Rezydencki,86.34,3.89,30.09.2024 21:42:31,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,333,Psychiatria,2024/029041,Rezydencki,86.27,4.10,28.09.2024 20:46:41,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,334,Psychiatria,2024/027777,Rezydencki,85.78,3.60,07.10.2024 16:26:52,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,335,Psychiatria,2024/026293,Pozarezydencki,62.39,3.26,16.10.2024 20:30:31,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,336,Psychiatria dzieci i młodzieży,2024/022553,Rezydencki,88.89,3.78,25.09.2024 17:42:52,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,337,Psychiatria dzieci i młodzieży,2024/025908,Rezydencki,88.78,3.54,22.09.2024 16:36:56,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,338,Psychiatria dzieci i młodzieży,2024/022220,Rezydencki,87.44,3.57,01.09.2024 00:50:51,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,339,Psychiatria dzieci i młodzieży,2024/024059,Pozarezydencki,84.55,4.61,19.09.2024 16:06:35,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,340,Psychiatria dzieci i młodzieży,2024/024039,Pozarezydencki,80.45,3.93,07.10.2024 00:06:57,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,341,Radiologia i diagnostyka obrazowa,2024/026654,Rezydencki,92.68,4.30,30.09.2024 13:58:28,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,342,Radiologia i diagnostyka obrazowa,2024/026760,Rezydencki,91.79,4.20,29.09.2024 14:33:55,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,343,Radiologia i diagnostyka obrazowa,2024/022287,Rezydencki,91.06,4.02,01.09.2024 10:50:37,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,344,Radiologia i diagnostyka obrazowa,2024/029195,Rezydencki,90.98,4.45,10.10.2024 13:19:51,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,345,Radiologia i diagnostyka obrazowa,2024/022312,Rezydencki,89.51,4.56,26.09.2024 20:56:27,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,346,Radiologia i diagnostyka obrazowa,2024/023525,Rezydencki,89.37,4.41,16.09.2024 18:42:28,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,347,Radiologia i diagnostyka obrazowa,2024/022471,Rezydencki,88.48,4.35,28.09.2024 12:26:57,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,348,Radiologia i diagnostyka obrazowa,2024/027356,Rezydencki,88.41,3.69,30.09.2024 12:44:15,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,349,Radiologia i diagnostyka obrazowa,2024/030543,Pozarezydencki,82.95,3.24,28.09.2024 17:41:41,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,350,Radiologia i diagnostyka obrazowa,2024/026246,Pozarezydencki,75.70,3.63,30.09.2024 20:42:37,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,351,Radioterapia onkologiczna,2024/029203,Rezydencki,86.96,4.05,30.09.2024 20:16:16,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,352,Radioterapia onkologiczna,2024/033076,Rezydencki,85.51,4.41,30.09.2024 23:38:33,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,353,Radioterapia onkologiczna,2024/030716,Rezydencki,84.54,3.40,26.09.2024 17:32:30,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,354,Radioterapia onkologiczna,2024/031154,Rezydencki,77.45,3.50,30.09.2024 23:40:57,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,355,Radioterapia onkologiczna,2024/022544,Rezydencki,77.29,3.74,02.09.2024 15:59:01,5,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,356,Rehabilitacja medyczna,2024/031710,Rezydencki,84.31,4.26,27.09.2024 19:42:01,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,357,Reumatologia,2024/026268,Rezydencki,91.30,4.46,25.09.2024 22:57:14,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,358,Reumatologia,2024/028228,Rezydencki,90.82,4.12,22.09.2024 23:56:44,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,359,Reumatologia,2024/027192,Pozarezydencki,78.04,4.44,26.09.2024 22:07:21,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,360,Reumatologia,2024/027392,Pozarezydencki,75.45,0.00,21.10.2024 20:34:41,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,361,Reumatologia,2024/026897,Pozarezydencki,73.62,4.17,23.09.2024 02:09:46,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,362,Stomatologia dziecięca,2024/025054,Rezydencki,86.19,3.94,03.10.2024 17:53:05,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,363,Stomatologia dziecięca,2024/025781,Rezydencki,83.17,4.45,24.09.2024 11:49:20,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,39,144,Łódzkie,364,Stomatologia zachowawcza z endodoncją,2024/029995,Rezydencki,81.43,3.93,03.10.2024 20:13:19,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,365,Stomatologia zachowawcza z endodoncją,2024/034286,Rezydencki,81.07,3.91,30.09.2024 23:53:16,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,366,Transfuzjologia kliniczna,2024/026059,Pozarezydencki,71.56,4.20,09.10.2024 11:02:51,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,367,Transplantologia kliniczna,2024/028219,Pozarezydencki,89.09,4.77,10.10.2024 13:45:42,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,368,Transplantologia kliniczna,2024/032647,Pozarezydencki,80.91,0.00,09.10.2024 09:59:23,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,369,Urologia,2024/025636,Rezydencki,90.73,3.80,23.09.2024 17:27:54,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,370,Urologia,2024/022211,Rezydencki,89.37,3.75,01.09.2024 00:24:07,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,371,Urologia,2024/031676,Rezydencki,89.13,4.05,27.09.2024 19:16:33,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,372,Urologia,2024/022251,Rezydencki,88.89,4.33,30.09.2024 08:50:53,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,373,Urologia,2024/028896,Rezydencki,88.24,3.76,30.09.2024 09:31:37,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,374,Urologia,2024/032924,Rezydencki,87.92,4.17,10.10.2024 18:33:36,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,375,Urologia,2024/022343,Rezydencki,87.92,4.00,25.09.2024 16:33:41,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,376,Urologia,2024/029820,Rezydencki,87.75,3.31,27.09.2024 08:38:43,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,377,Urologia,2024/022605,Rezydencki,87.25,3.92,02.10.2024 14:19:45,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,378,Urologia,2024/032190,Rezydencki,87.25,3.48,29.09.2024 23:34:43,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,379,Urologia,2024/031428,Pozarezydencki,81.31,3.87,30.09.2024 22:37:16,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,380,Urologia,2024/028632,Pozarezydencki,75.81,3.59,30.09.2024 23:33:05,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,381,Urologia,2024/033280,Pozarezydencki,57.14,3.09,30.09.2024 10:20:10,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,382,Zdrowie publiczne,2024/023701,Pozarezydencki,2.27,0.00,07.10.2024 11:51:02,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,1,Położnictwo i ginekologia,2024/031448,Rezydencki,81.22,3.62,30.09.2024 18:39:21,1,TAK,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny Uniwersytetu Medycznego w Łodzi,Klinika Położniczo-Ginekologiczna
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,1,Radiologia i diagnostyka obrazowa,2024/022526,Rezydencki,80.64,3.71,02.09.2024 11:10:00,1,TAK,Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny Nr 1 im. Norberta Barlickiego Uniwersytetu Medycznego w Łodzi,Zakład Radiologii
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,1,Neurologia,2024/022863,Rezydencki,87.44,4.26,01.10.2024 14:04:55,2,TAK,Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny Nr 1 im. Norberta Barlickiego Uniwersytetu Medycznego w Łodzi,Oddział Kliniczny Neurologii z Pododdziałem Leczenia Udarów Mózgu
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,2,Neurologia,2024/027304,Rezydencki,80.88,3.77,24.09.2024 10:45:05,2,TAK,Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny Nr 1 im. Norberta Barlickiego Uniwersytetu Medycznego w Łodzi,Oddział Kliniczny Neurologii z Pododdziałem Leczenia Udarów Mózgu
j-2024,12,19.11.2024,19.11.2024 09:28:25,40,144,Łódzkie,1,Dermatologia i wenerologia,2024/023328,Rezydencki,90.73,4.47,29.09.2024 20:50:57,1,TAK,Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny im. Wojskowej Akademii Medycznej Uniwersytetu Medycznego w,Łodzi - Centralny Szpital Weteranów Klinika Dermatologii i Wenerologii
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,1,Alergologia,2024/030075,Rezydencki,90.82,4.48,30.09.2024 18:33:35,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,2,Alergologia,2024/024069,Rezydencki,90.10,3.86,30.09.2024 23:32:21,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,3,Alergologia,2024/032746,Rezydencki,89.86,4.37,29.09.2024 20:39:55,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,4,Alergologia,2024/031671,Rezydencki,89.71,4.40,30.09.2024 17:18:43,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,5,Alergologia,2024/033260,Rezydencki,89.61,3.80,30.09.2024 14:08:43,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,6,Alergologia,2024/031248,Rezydencki,88.41,4.41,29.09.2024 13:15:21,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,7,Alergologia,2024/022555,Rezydencki,88.24,4.03,07.10.2024 20:38:34,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,8,Alergologia,2024/031811,Rezydencki,87.92,3.45,30.09.2024 23:57:13,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,9,Alergologia,2024/033083,Rezydencki,87.80,4.10,30.09.2024 19:56:07,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,10,Alergologia,2024/030203,Pozarezydencki,76.17,3.75,30.10.2024 12:51:26,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,11,Alergologia,2024/032126,Pozarezydencki,75.70,3.73,13.10.2024 20:02:02,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,12,Alergologia,2024/027178,Pozarezydencki,70.91,4.18,21.09.2024 09:33:26,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,13,Alergologia,2024/024333,Pozarezydencki,70.91,0.00,08.10.2024 20:25:29,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,14,Anestezjologia i intensywna terapia,2024/022345,Rezydencki,91.22,4.64,01.09.2024 11:10:46,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,15,Anestezjologia i intensywna terapia,2024/024287,Rezydencki,89.76,4.53,24.10.2024 13:27:10,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,16,Anestezjologia i intensywna terapia,2024/022679,Rezydencki,89.37,4.31,30.09.2024 20:39:23,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,17,Anestezjologia i intensywna terapia,2024/023777,Rezydencki,89.22,4.60,08.10.2024 10:27:39,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,18,Anestezjologia i intensywna terapia,2024/026879,Rezydencki,89.22,4.50,18.09.2024 08:14:45,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,19,Anestezjologia i intensywna terapia,2024/023811,Rezydencki,88.89,3.76,26.09.2024 22:04:54,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,20,Anestezjologia i intensywna terapia,2024/028330,Rezydencki,88.41,3.83,29.09.2024 22:32:24,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,21,Anestezjologia i intensywna terapia,2024/032224,Rezydencki,87.75,4.30,28.09.2024 22:03:33,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,22,Anestezjologia i intensywna terapia,2024/027865,Rezydencki,87.44,3.89,24.09.2024 14:24:31,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,23,Anestezjologia i intensywna terapia,2024/033855,Rezydencki,86.47,4.19,30.09.2024 23:43:42,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,24,Anestezjologia i intensywna terapia,2024/028503,Rezydencki,86.27,4.00,08.10.2024 16:50:08,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,25,Anestezjologia i intensywna terapia,2024/022954,Rezydencki,85.85,4.08,10.09.2024 14:01:22,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,26,Anestezjologia i intensywna terapia,2024/030660,Rezydencki,85.78,3.96,28.09.2024 12:44:00,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,27,Anestezjologia i intensywna terapia,2024/028177,Rezydencki,85.51,4.25,23.09.2024 16:06:18,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,28,Anestezjologia i intensywna terapia,2024/032405,Rezydencki,85.51,3.48,29.09.2024 12:58:34,15,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,29,Anestezjologia i intensywna terapia,2024/024027,Pozarezydencki,82.33,4.22,10.10.2024 17:29:19,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,30,Anestezjologia i intensywna terapia,2024/024943,Pozarezydencki,79.26,3.72,10.10.2024 21:25:29,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,31,Anestezjologia i intensywna terapia,2024/029595,Pozarezydencki,71.50,4.75,21.10.2024 10:07:10,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,32,Angiologia,2024/030989,Rezydencki,78.74,3.88,30.09.2024 07:43:07,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,33,Angiologia,2024/032753,Rezydencki,77.88,0.00,17.10.2024 11:27:22,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,34,Chirurgia ogólna,2024/030846,Rezydencki,90.98,4.08,29.09.2024 19:24:00,36,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,35,Chirurgia ogólna,2024/027431,Rezydencki,89.86,4.65,27.09.2024 09:15:40,36,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,36,Chirurgia ogólna,2024/027414,Rezydencki,89.22,4.42,26.09.2024 14:48:14,36,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,37,Chirurgia ogólna,2024/034145,Rezydencki,88.41,4.19,17.10.2024 16:12:26,36,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,41,144,Małopolskie,38,Chirurgia ogólna,2024/027805,Rezydencki,88.41,4.06,30.09.2024 16:10:58,36,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,42,144,Małopolskie,39,Chirurgia ogólna,2024/028180,Rezydencki,87.75,4.33,25.09.2024 21:42:11,36,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,42,144,Małopolskie,40,Chirurgia ogólna,2024/030806,Rezydencki,86.96,4.30,28.09.2024 22:52:07,36,NIE,,
